File,aid,Date,0,1,2,3,4,5,6,8,9,10,11,12,13,14,32,33,34,35,36,37,38,48,49,50,51,52,53,54,64,65,66,67,68,69,70,72,73,74,75,76,128,129,130,131,132,133,134,136,137,138,139,140,160,161,162,163,164,165,166,176,177,178,179,180,181,182,192,193,194,195,196,197,198,200,201,202,203,204
FparExtra_QC_2002185_aid0001,aid0001,2002-07-04,2694920,584182,35820,185.0,105.0,9.0,,2950220,285545,22621,19.0,,,,512337,196972,17068,39,309,18,1.0,123687,24730,2232,4.0,129,13.0,,79903,57630,6886,9.0,155,25.0,,482273,8200,781,,81.0,8852272,761446,37598,4.0,130,14.0,,11721428,428731,17148,,,2356344,309100,18288,1.0,257,27.0,,419252,38631,2237,,73,9.0,,101444,65336,6148,,96,7.0,,1633713,10995,598,,26.0
FparExtra_QC_2002193_aid0001,aid0001,2002-07-12,2169138,438093,27833,211.0,12.0,,,2942861,366749,22808,15.0,,,,876340,250022,23254,48,82,5,1.0,149628,30008,2716,1.0,46,,,82474,58939,6834,7.0,45,8.0,,631097,7057,706,,70.0,8864852,762755,34788,5.0,36,1.0,,11112814,447702,18574,,,2884984,345633,19953,6.0,304,3.0,,438540,37827,2218,,63,12.0,,135780,59754,5164,,91,11.0,,1600560,8469,446,,8.0
FparExtra_QC_2002201_aid0001,aid0001,2002-07-20,1928893,504946,34911,142.0,31.0,3.0,,2924383,206946,12395,102.0,3.0,,,1017661,307400,24859,7,444,59,,207061,45870,3076,,236,15.0,,98446,74283,8674,2.0,457,17.0,2.0,678272,6793,649,,70.0,10515796,810896,40864,6.0,81,19.0,,9320180,308966,12471,2.0,,2964244,366816,19584,1.0,790,43.0,1.0,581071,71934,3500,,220,29.0,,227696,69688,5957,,321,17.0,,1450741,8905,489,,25.0
FparExtra_QC_2002209_aid0001,aid0001,2002-07-28,1193191,259153,17872,,48.0,4.0,,1592582,109012,6244,,,,,2591349,686606,46572,341,2446,224,7.0,256384,56261,4222,,640,52.0,,101338,71455,8747,7.0,570,39.0,,553543,6297,653,,74.0,9399719,711598,34860,,31,42.0,,4157435,118126,3722,,,5303791,682366,32558,9.0,4335,524.0,12.0,1525238,100148,4844,,1092,145.0,2.0,249228,70784,6138,,1206,123.0,,1007905,6251,297,,23.0
FparExtra_QC_2002217_aid0001,aid0001,2002-08-05,3575987,608545,40612,177.0,12.0,1.0,,2325680,296466,19929,10.0,,,,449957,155707,14286,13,51,103,,51600,15011,1635,42.0,27,27.0,4.0,107832,58045,6600,10.0,10,23.0,,351880,6168,650,,8.0,12841871,879662,41264,7.0,67,,,8104606,387639,16319,,,2288397,310514,17941,1.0,272,45.0,,464541,45662,2603,,157,15.0,,149125,56174,4700,,128,72.0,,1160724,8372,470,,5.0
FparExtra_QC_2002225_aid0001,aid0001,2002-08-13,2528851,548528,37325,214.0,24.0,15.0,,2592439,208314,12037,13.0,2.0,,,813303,262936,22528,12,412,83,,216223,33660,3744,6.0,141,15.0,,73380,68542,8275,6.0,337,19.0,,647860,7166,548,,150.0,12128191,882393,45277,1.0,31,,,8714355,286983,10189,3.0,8.0,2205610,343879,18510,9.0,351,55.0,,633434,54124,3042,,168,42.0,,190960,67595,5447,,234,17.0,,1183246,6819,320,,60.0
FparExtra_QC_2002233_aid0001,aid0001,2002-08-21,2430005,619186,41038,146.0,16.0,3.0,,2757920,199355,13250,39.0,,,,786871,216337,16928,6,233,42,,148693,26031,2547,3.0,57,10.0,2.0,118023,62079,8596,8.0,72,15.0,,632860,5976,724,,37.0,10809533,764646,37886,3.0,9,2.0,,9284469,316451,13738,2.0,,2573846,357395,19081,,83,9.0,3.0,612418,83116,4373,,43,5.0,,204799,78036,6857,,37,,,1604339,9629,538,,7.0
FparExtra_QC_2002241_aid0001,aid0001,2002-08-29,3122570,703153,43898,84.0,,,,2165940,203032,13214,61.0,,,,696118,193665,15607,33,44,20,,114220,23594,1565,10.0,13,8.0,,124714,57705,7832,9.0,19,10.0,,594676,4681,597,4.0,12.0,10082274,825964,39122,4.0,12,,,10375571,394010,16608,1.0,,2273377,316591,16776,1.0,200,4.0,,375191,33905,2083,,60,,,183606,66765,6380,,42,1.0,,1765792,6586,418,,9.0
FparExtra_QC_2003153_aid0001,aid0001,2003-06-02,2713653,438089,31288,68.0,1353.0,121.0,2.0,2405080,304619,17042,115.0,,,,861163,322543,25294,21,512,33,1.0,259535,77833,6046,3.0,30,2.0,,98726,46418,5467,5.0,336,13.0,,465512,5575,592,,18.0,9140043,657336,32165,9.0,5939,347.0,8.0,10141876,307178,11543,1.0,,3449210,544606,30639,7.0,3698,328.0,12.0,948629,112363,6052,,247,10.0,,99693,47197,4057,,630,35.0,,1231671,5518,294,,12.0
FparExtra_QC_2003161_aid0001,aid0001,2003-06-10,2287242,547432,34064,96.0,168.0,32.0,,1702992,128161,8748,42.0,3.0,,,1482382,350519,28656,80,415,22,1.0,693972,98585,6815,25.0,148,20.0,,109057,54382,5919,7.0,322,15.0,,541727,4623,383,,53.0,7803731,665122,32142,7.0,1797,155.0,,10818682,329196,13618,4.0,,3781643,546564,26640,,1113,191.0,2.0,928291,105386,5028,,298,69.0,,107410,63104,4917,,569,102.0,1.0,1536458,8544,427,,142.0
FparExtra_QC_2003169_aid0001,aid0001,2003-06-18,2858021,596895,42746,112.0,186.0,14.0,,2793622,407034,21943,124.0,6.0,,,577766,141534,12578,34,107,16,,79134,11515,909,1.0,28,2.0,,88972,38492,4267,,87,4.0,,405639,4831,487,,2.0,9881752,845714,41385,3.0,465,31.0,,11131497,433915,16071,5.0,7.0,2391404,314088,19345,1.0,184,57.0,2.0,244259,16130,1350,,46,3.0,,66945,45785,4087,,103,19.0,,1318742,7628,330,,
FparExtra_QC_2003177_aid0001,aid0001,2003-06-26,2560743,457196,32650,174.0,23.0,3.0,,2557064,286270,16999,34.0,,,,940482,310343,25283,25,37,82,,149365,31958,2418,7.0,5,8.0,,94846,63375,7874,3.0,30,1.0,,541717,7352,737,,4.0,12334599,880882,42604,5.0,86,5.0,,8460321,303984,12226,,,2510279,369623,19596,1.0,301,110.0,,395025,47951,1863,,16,1.0,,120962,56408,4822,,9,9.0,,1212555,6758,352,,
FparExtra_QC_2003185_aid0001,aid0001,2003-07-04,2802050,605387,37374,204.0,24.0,3.0,,2209685,175173,10026,38.0,,,,955409,311472,26113,16,291,50,4.0,136540,33483,3140,19.0,92,3.0,,96189,74390,8184,4.0,139,2.0,,593240,7620,681,,63.0,13843538,994159,46320,3.0,64,6.0,,7000226,201827,6785,,,2429807,381372,21658,,793,49.0,,400863,52166,2562,,325,25.0,,173329,67657,4810,,350,37.0,1.0,1146001,6350,235,,35.0
FparExtra_QC_2003193_aid0001,aid0001,2003-07-12,2996633,599428,40449,189.0,2.0,,,2171643,169201,10963,11.0,,,,874750,299250,22270,22,150,22,,97885,23104,2009,,52,6.0,,93374,76625,8198,6.0,72,8.0,,593106,7033,629,,18.0,12964421,1010178,47359,2.0,26,2.0,,8543915,283242,11390,2.0,,1973612,276082,16184,2.0,218,10.0,2.0,287009,25242,1436,,103,13.0,,129221,59979,4773,,164,,,1138652,7736,371,,7.0
FparExtra_QC_2003201_aid0001,aid0001,2003-07-20,2246084,464882,31203,191.0,13.0,7.0,,2609454,196121,12453,16.0,1.0,,,1086698,379775,28431,8,316,80,3.0,107877,19888,1533,1.0,141,19.0,3.0,85733,97752,10156,11.0,128,13.0,,699314,8012,733,,58.0,10393215,758979,37750,1.0,27,17.0,,9945419,402232,15611,,,2713744,374364,20026,5.0,319,35.0,,388678,32453,1565,,161,2.0,,222684,79679,6324,,51,30.0,,1378274,9224,460,,24.0
FparExtra_QC_2003209_aid0001,aid0001,2003-07-28,1887667,396959,25744,142.0,10.0,9.0,,2700093,189966,15544,67.0,7.0,,,1244691,458667,33515,8,409,110,1.0,173228,29283,1951,,188,57.0,1.0,79517,79787,8167,4.0,210,32.0,,752381,7839,765,3.0,86.0,9081777,716996,37150,7.0,37,13.0,,10031197,338714,15251,,9.0,3411642,438857,21955,2.0,1044,56.0,,563734,47668,2058,,530,49.0,1.0,244245,84177,6447,,533,55.0,,1725678,10841,564,,66.0
FparExtra_QC_2003217_aid0001,aid0001,2003-08-05,1678752,322699,23580,107.0,21.0,2.0,,2250319,121841,9823,56.0,4.0,,,1653215,527802,38715,54,451,315,3.0,261989,89509,4927,9.0,164,205.0,,128840,64761,7677,9.0,169,28.0,,895748,4625,594,,95.0,11617827,774923,39442,7.0,11,1.0,,7526452,198439,9321,,,3401965,481570,24267,,393,44.0,1.0,580033,69849,3057,,112,39.0,,260769,80830,6675,1.0,180,5.0,,1696643,8094,399,,4.0
FparExtra_QC_2003225_aid0001,aid0001,2003-08-13,2156875,501657,31639,179.0,21.0,15.0,,3154879,332784,23129,28.0,,,,768218,216366,17610,10,318,92,4.0,69772,11010,1102,,117,13.0,,53065,63929,8365,3.0,121,19.0,,667600,7199,890,,79.0,10241393,814183,39804,5.0,18,,,9940803,395877,18138,,2.0,2536635,291906,15665,,181,46.0,,431719,21079,1164,,94,5.0,1.0,203698,69664,6424,,59,12.0,,1743268,8905,586,,19.0
FparExtra_QC_2003233_aid0001,aid0001,2003-08-21,2406330,568358,33305,182.0,11.0,3.0,,3266028,347072,26776,16.0,3.0,,,527847,151816,13980,30,433,41,1.0,99600,11474,969,3.0,110,26.0,,75561,50000,7242,22.0,152,18.0,,493106,5723,812,,58.0,8520984,674971,33461,3.0,20,,,11950519,601330,25945,2.0,,2538882,255998,14755,,228,27.0,,303699,19006,1165,,203,33.0,,233306,54123,5431,,142,20.0,,1537763,8755,570,,12.0
FparExtra_QC_2003241_aid0001,aid0001,2003-08-29,2691784,565456,40382,120.0,7.0,3.0,,1970432,142759,8997,89.0,,,,1196420,273357,21137,6,605,61,4.0,348253,67300,4452,,243,30.0,,108385,68563,8290,5.0,252,9.0,,565095,3983,451,,178.0,12656098,954417,47107,9.0,17,5.0,,7303437,242620,10260,1.0,4.0,3023273,316942,16875,,446,22.0,2.0,510217,53168,2935,,217,30.0,2.0,249605,59178,5156,,184,16.0,,1324722,4032,299,,57.0
FparExtra_QC_2004153_aid0001,aid0001,2004-06-01,2808147,657756,42234,189.0,1025.0,82.0,4.0,1959993,151404,8858,34.0,3.0,,,917025,240090,21885,27,512,38,4.0,243745,34727,3174,13.0,59,12.0,,209083,70320,6811,12.0,302,31.0,,568917,5085,491,,37.0,11749513,857808,41292,5.0,3034,208.0,8.0,8752864,340592,11976,2.0,,2625462,389980,22656,1.0,2555,341.0,5.0,629676,57517,2899,,78,10.0,,156473,60650,4761,,462,25.0,,1197983,7871,312,,20.0
FparExtra_QC_2004161_aid0001,aid0001,2004-06-09,2814826,674937,41533,136.0,676.0,113.0,4.0,1853184,95630,5794,24.0,9.0,,,1159085,266289,25451,67,395,126,2.0,237709,38004,3828,,53,31.0,2.0,120044,62874,7113,6.0,348,14.0,,538908,4549,345,,20.0,11568771,884397,39564,5.0,1792,51.0,1.0,7653347,166154,6464,2.0,1.0,3546371,502841,28594,,829,141.0,,770052,77506,4074,,150,46.0,,177650,76986,5861,,208,16.0,,1398426,6437,287,,15.0
FparExtra_QC_2004169_aid0001,aid0001,2004-06-17,2678066,600863,35731,146.0,60.0,23.0,,2102145,142538,8380,100.0,11.0,,,1030740,297807,27279,7,314,27,1.0,153524,24001,1820,,148,8.0,,147625,87738,8915,,278,22.0,,597161,5860,759,,32.0,10942982,899903,41033,9.0,691,31.0,,9092980,253258,9988,,1.0,3063576,427943,24723,,615,73.0,,497456,41373,2333,,126,13.0,,184852,70198,5598,,269,8.0,,1349488,7088,395,,36.0
FparExtra_QC_2004177_aid0001,aid0001,2004-06-25,1831041,443874,28737,214.0,41.0,26.0,,2421395,220727,12889,39.0,,,,1270207,351416,30107,16,120,252,2.0,461924,56553,5514,,67,40.0,,127142,65596,6601,8.0,108,66.0,,610121,6724,551,,11.0,8702860,696123,33757,2.0,113,33.0,,9945457,365926,14358,1.0,3.0,3725385,453598,26086,1.0,654,121.0,12.0,1109191,106463,5652,,260,38.0,5.0,160096,61918,4986,,267,89.0,,1495377,7816,364,,27.0
FparExtra_QC_2004185_aid0001,aid0001,2004-07-03,2295693,528823,35782,42.0,10.0,7.0,,2388106,148569,10049,9.0,1.0,,,1053204,325465,25931,142,191,85,2.0,280632,66563,5084,47.0,68,17.0,,99072,68390,7666,30.0,122,48.0,,604239,7396,626,1.0,17.0,11105703,858462,41330,7.0,76,,,9267659,260351,10368,,3.0,2677003,396710,23010,7.0,358,68.0,15.0,694166,81988,4837,,165,19.0,,178802,70444,5619,,212,88.0,,1232231,7011,320,,7.0
FparExtra_QC_2004193_aid0001,aid0001,2004-07-11,2004405,384421,27914,111.0,5.0,,,2708453,253971,17073,42.0,,,,1078698,389196,27686,22,241,66,1.0,166456,36535,2158,7.0,81,43.0,,106729,76318,8713,7.0,169,35.0,,653140,8502,893,,38.0,11966736,888117,43263,10.0,18,1.0,,8637509,264159,11206,,,2573268,388691,20468,2.0,257,15.0,,366133,39250,1933,,157,36.0,,191293,80427,6383,,105,12.0,,1427701,9463,416,,10.0
FparExtra_QC_2004201_aid0001,aid0001,2004-07-19,1972678,475989,30733,178.0,10.0,5.0,,2896931,251141,18815,56.0,,,,931227,323923,23090,14,178,25,,116589,26572,1538,,100,8.0,,86867,65343,8405,4.0,118,14.0,,712963,7708,853,1.0,53.0,8838217,797129,40905,6.0,38,1.0,,10684695,369681,16016,2.0,3.0,3267521,368208,19145,4.0,193,27.0,,444030,26415,1290,,167,8.0,,223678,68914,6050,,118,,,1734852,9195,495,,36.0
FparExtra_QC_2004209_aid0001,aid0001,2004-07-27,1946914,445929,30653,108.0,8.0,4.0,,2981516,253679,18438,119.0,2.0,,,980697,352478,23711,4,171,43,,88904,24177,1923,,75,18.0,,74854,70857,8047,3.0,69,15.0,,640591,7377,726,,19.0,8616418,703773,34835,3.0,34,20.0,,11749748,495273,21248,,1.0,2736629,370356,19276,2.0,405,43.0,,306539,27791,1754,,175,16.0,,176849,72575,5767,,291,11.0,,1564375,12231,568,,33.0
FparExtra_QC_2004217_aid0001,aid0001,2004-08-04,3110915,622181,44578,200.0,1.0,,,1786825,103668,7304,12.0,,,,943628,313613,21851,28,122,16,3.0,177012,28814,2167,18.0,58,6.0,,133510,75285,7810,5.0,45,14.0,,567429,4495,506,,10.0,13646460,977656,48598,10.0,13,,,7239607,188751,6987,1.0,,2394440,347857,18942,,182,38.0,4.0,407393,73497,3798,,57,12.0,2.0,277180,73339,5371,,118,17.0,,1200005,6393,300,,11.0
FparExtra_QC_2004225_aid0001,aid0001,2004-08-12,2257957,468561,34555,87.0,,,,2609392,180587,14216,80.0,,,,927642,319899,21981,14,95,5,,267120,66053,3744,6.0,58,,,88263,72342,8260,3.0,30,4.0,,603823,6538,789,4.0,21.0,9140705,839101,42899,4.0,2,,,10394260,321429,13587,2.0,,3007859,342678,18039,1.0,172,29.0,,819524,53453,2729,,190,21.0,,207822,74615,5804,,58,3.0,,1623496,8085,463,,9.0
FparExtra_QC_2004233_aid0001,aid0001,2004-08-20,2504008,660845,43619,66.0,75.0,1.0,,1643846,86267,4929,30.0,11.0,,,1305422,260364,22166,139,507,43,1.0,496075,68394,5679,24.0,152,11.0,3.0,111494,49618,6724,14.0,315,22.0,2.0,677389,3494,303,2.0,75.0,12310953,929561,47198,6.0,46,11.0,,7029896,157088,5581,,5.0,3221508,407320,21922,,503,30.0,3.0,857530,78896,4158,,213,22.0,,286083,70122,5769,1.0,226,27.0,,1476890,5156,281,,34.0
FparExtra_QC_2004241_aid0001,aid0001,2004-08-28,2911748,586322,39765,138.0,24.0,10.0,,1904608,138712,10444,23.0,3.0,,,1003092,279208,22223,53,232,15,,188817,28976,2356,4.0,49,8.0,6.0,150505,72348,8386,7.0,110,5.0,,599045,4365,486,,36.0,14872231,1044064,52926,10.0,12,2.0,,5648949,135588,6803,2.0,,2566411,333787,16561,,155,20.0,,393445,37583,1657,,85,5.0,,304902,76739,5995,,65,,,1413613,5132,289,,8.0
FparExtra_QC_2005153_aid0001,aid0001,2005-06-02,1495678,478695,29656,56.0,2145.0,209.0,,2658962,233795,14962,22.0,9.0,,,1441707,340904,27391,248,869,83,,263212,44926,4132,13.0,201,15.0,,103702,64055,7037,35.0,803,30.0,,730224,7457,861,7.0,28.0,8998989,794579,38233,1.0,9504,713.0,1.0,10265569,305926,12822,4.0,4.0,3475193,472142,25152,4.0,6108,1004.0,13.0,647403,70475,3637,,953,60.0,,124382,60641,5044,2.0,1728,107.0,,1588709,7570,348,,19.0
FparExtra_QC_2005161_aid0001,aid0001,2005-06-10,1982531,475985,34337,132.0,1653.0,85.0,,2190981,123219,10144,32.0,2.0,,,1461456,446412,30964,24,482,66,1.0,288639,53523,4016,11.0,56,19.0,,122290,54941,5955,5.0,456,28.0,,658695,4529,440,,20.0,11698107,892588,42590,6.0,4919,299.0,,9177756,293068,11212,,,2461875,377291,22569,1.0,3303,536.0,7.0,321552,32867,2179,,188,5.0,,137305,65266,5037,,766,32.0,,1357890,7409,407,,9.0
FparExtra_QC_2005169_aid0001,aid0001,2005-06-18,2649222,646019,41841,193.0,73.0,3.0,,2631840,278078,16593,23.0,,,,678058,175979,15407,62,26,1,,103024,18406,1301,15.0,19,1.0,,107976,44478,5984,16.0,11,5.0,,531263,5604,607,1.0,,10369370,841979,41075,5.0,1444,98.0,,11537092,512635,20082,4.0,,1723974,244394,14739,,1225,432.0,,171524,20965,1376,,70,2.0,,92884,47027,4194,,257,20.0,,1261123,8584,454,,11.0
FparExtra_QC_2005177_aid0001,aid0001,2005-06-26,2214183,548544,36351,130.0,9.0,,,2724281,216504,15099,15.0,,,,895701,265406,24222,63,230,33,4.0,126510,23756,2046,11.0,145,36.0,,108397,58543,7488,13.0,131,10.0,,675765,7540,926,1.0,36.0,10811481,823938,41544,12.0,650,13.0,,10297539,346364,13920,,,2223509,362473,19998,2.0,1219,258.0,3.0,357949,45723,1950,,228,27.0,,141486,64064,5701,,219,20.0,,1345417,10823,484,,25.0
FparExtra_QC_2005185_aid0001,aid0001,2005-07-04,2526312,585314,35843,124.0,,2.0,,2295083,224901,16127,20.0,,,,972237,275338,21791,63,86,26,,197703,28573,2399,48.0,48,17.0,,104389,60282,7030,33.0,102,3.0,,591194,6312,683,1.0,45.0,11738650,823342,38362,8.0,93,1.0,,9550445,439960,17538,1.0,,2032657,335541,18088,2.0,146,10.0,,376758,35482,1951,,66,19.0,,133218,65819,5496,,107,3.0,,1293078,9725,456,,17.0
FparExtra_QC_2005193_aid0001,aid0001,2005-07-12,2354969,502052,33038,176.0,19.0,18.0,,2145756,165864,11807,17.0,9.0,,,1225191,350246,28861,36,882,152,2.0,225667,35420,2956,2.0,309,39.0,,83968,65081,7524,10.0,609,71.0,,704244,6392,646,,96.0,11117928,842849,42270,2.0,51,15.0,,8634473,252106,11591,,2.0,2932380,418814,20800,4.0,1321,87.0,2.0,501487,47626,2059,,437,55.0,,195377,75654,5646,1.0,723,108.0,,1803290,9367,462,,52.0
FparExtra_QC_2005201_aid0001,aid0001,2005-07-20,2902173,650868,42031,209.0,18.0,,,2519124,198597,13634,33.0,,,,637050,219890,16441,12,178,10,1.0,82429,15115,1463,,32,9.0,,83379,70593,8253,,103,4.0,,482281,7391,770,,38.0,12963465,1002861,47599,6.0,29,1.0,,8248789,319550,11801,,,2067698,256966,15128,3.0,84,6.0,,329551,25541,1639,,66,6.0,,217131,68927,5567,,27,2.0,,1322666,11339,586,,5.0
FparExtra_QC_2005209_aid0001,aid0001,2005-07-28,2625795,593750,41886,210.0,11.0,4.0,,2607938,210639,13606,25.0,,,,767742,234753,18355,1,298,93,18.0,68450,13104,902,,182,38.0,,95839,68318,7909,2.0,257,41.0,,575247,6061,584,,71.0,12211482,948870,48401,7.0,26,19.0,,8749706,290271,12125,,,2352724,295996,15826,1.0,340,35.0,,241351,19584,1151,,158,26.0,,191767,62943,5388,,185,10.0,,1459909,8358,375,,5.0
FparExtra_QC_2005217_aid0001,aid0001,2005-08-05,2423131,577631,39278,183.0,16.0,,,2665970,220842,16367,39.0,11.0,,,791605,223892,16294,26,605,63,2.0,149493,24022,1557,3.0,199,35.0,,72577,59380,8017,6.0,356,40.0,,652132,7174,979,,204.0,10368047,887251,44044,1.0,40,2.0,,9472332,325945,14342,,5.0,2840953,301766,15540,7.0,734,33.0,,493665,27378,1347,,443,14.0,,220301,65829,5951,,392,28.0,,1819008,10962,635,,44.0
FparExtra_QC_2005225_aid0001,aid0001,2005-08-13,2482162,520606,36794,142.0,23.0,21.0,,2581654,203913,13385,42.0,12.0,,,808605,282551,20563,27,337,70,,113501,20404,1508,3.0,85,4.0,1.0,116396,94466,10504,6.0,249,8.0,,634466,8606,967,,48.0,12082243,953377,48921,3.0,9,10.0,,8012297,229618,10055,,,2755664,316134,16846,9.0,202,12.0,,294405,20336,1158,,80,8.0,,343854,88413,7245,,88,27.0,,1727398,8234,379,,14.0
FparExtra_QC_2005233_aid0001,aid0001,2005-08-21,3276402,692709,44786,183.0,20.0,3.0,,1955160,139491,11640,28.0,3.0,,,717678,204108,16514,42,382,102,,126902,16951,1313,10.0,101,9.0,,121544,70466,8021,3.0,211,15.0,,540826,5574,843,,89.0,13638568,1059664,49999,9.0,5,,,7540279,233000,9468,2.0,,1990482,257721,14931,1.0,117,12.0,,254054,21491,1217,,74,6.0,,298808,74880,6435,,69,16.0,,1457062,8167,490,,12.0
FparExtra_QC_2005241_aid0001,aid0001,2005-08-29,3482648,670876,46036,116.0,2.0,,,1887424,149058,11873,4.0,,,,659667,203638,14728,52,110,3,,111645,16849,1444,22.0,10,6.0,2.0,162833,69771,7676,14.0,21,,,450850,4245,476,1.0,29.0,14876715,1073916,52697,14.0,1,,,7417504,277728,11832,,,1362029,185598,10681,1.0,14,4.0,,146604,18529,1189,,6,1.0,,211485,53194,4877,3.0,5,1.0,,1206693,5433,281,,4.0
FparExtra_QC_2006153_aid0001,aid0001,2006-06-02,2302535,528476,40232,73.0,1278.0,154.0,6.0,2110770,144298,10388,63.0,,,,1265968,319944,21763,79,466,44,2.0,291940,73762,5186,2.0,54,4.0,,165567,57765,6004,10.0,623,76.0,2.0,599307,4745,500,1.0,42.0,11447615,922533,44809,5.0,3748,291.0,3.0,9891907,376504,14260,,,2042614,267768,17354,1.0,1773,280.0,,444881,36328,2648,,125,7.0,,152485,49216,4139,,552,29.0,1.0,1187033,7760,353,,17.0
FparExtra_QC_2006161_aid0001,aid0001,2006-06-10,2678027,554953,36011,64.0,505.0,96.0,2.0,2295010,197155,15996,81.0,9.0,,,901341,256512,21382,113,149,22,,256799,61481,4543,2.0,13,4.0,,110005,60211,5782,14.0,136,27.0,,489361,5853,466,,4.0,12118961,842516,40090,5.0,1326,157.0,,9833614,466000,18539,,4.0,1841652,264230,18756,,3937,880.0,,303289,40299,2302,,35,13.0,,100624,47238,3808,,206,14.0,,959196,8946,397,,5.0
FparExtra_QC_2006169_aid0001,aid0001,2006-06-18,2424808,565153,35824,110.0,142.0,57.0,,2719526,264602,17454,62.0,1.0,,,789498,248913,21628,72,141,36,2.0,77969,13970,1274,,56,8.0,2.0,91826,60115,7189,8.0,78,5.0,5.0,602525,8111,952,,7.0,11753145,914947,44163,2.0,1345,126.0,,9327190,298931,11377,1.0,,2345919,359638,20895,3.0,954,268.0,3.0,252219,21851,1293,,68,6.0,,123255,62429,5138,,94,1.0,,1363354,8039,378,,7.0
FparExtra_QC_2006177_aid0001,aid0001,2006-06-26,1764915,419478,28584,176.0,20.0,,,3322683,337841,23013,38.0,,,,735078,273786,22028,2,86,24,,119944,16516,1229,,83,6.0,,96833,66960,7657,3.0,50,1.0,,703653,10510,925,,7.0,6115909,640846,33084,10.0,137,13.0,,13908513,623018,24710,,,2795426,291027,18483,1.0,188,14.0,,479499,29089,1569,,65,3.0,,99091,57437,4679,,44,,,1781590,12102,489,,3.0
FparExtra_QC_2006185_aid0001,aid0001,2006-07-04,1934957,392674,27309,205.0,18.0,,,3093750,350765,23918,19.0,,,,810177,299749,23257,11,67,15,,191377,35610,2786,4.0,41,5.0,,73442,51865,6022,6.0,62,3.0,,624386,8802,813,1.0,13.0,8038580,716425,35907,10.0,31,,,11573870,463999,19087,1.0,,3012656,360291,21118,,159,6.0,,788395,78886,3714,,106,2.0,1.0,148416,45259,4116,1.0,93,2.0,,1596822,8733,345,,8.0
