File,aid,Date,2,10,18,34,42,50,99,107,115,157
FparLai_QC_2002185_aid0001,aid0001,2002-07-04,24168180,2748772,1954823,3899007,147264,349812,1252231,188497,159875,1621981
FparLai_QC_2002193_aid0001,aid0001,2002-07-12,24819109,2506842,1527584,3450204,123164,203497,1522204,448891,266966,1621981
FparLai_QC_2002201_aid0001,aid0001,2002-07-20,24628201,2706764,1554191,3048228,122275,250146,1737973,477201,343482,1621981
FparLai_QC_2002209_aid0001,aid0001,2002-07-28,16491352,2790999,1298245,1313052,52065,90588,3234336,4926265,791583,1295663
FparLai_QC_2002217_aid0001,aid0001,2002-08-05,25784431,2088236,1174086,3750558,67569,186794,1480523,185473,150791,1621981
FparLai_QC_2002225_aid0001,aid0001,2002-08-13,25633194,2300862,1654858,3329666,102587,212343,1087060,345001,202890,1621981
FparLai_QC_2002233_aid0001,aid0001,2002-08-21,25868119,2076451,1714108,3514970,105470,224950,945697,232361,186335,1621981
FparLai_QC_2002241_aid0001,aid0001,2002-08-29,26373711,2039184,1499772,3832375,90036,240955,590978,129905,71545,1621981
FparLai_QC_2003153_aid0001,aid0001,2003-06-02,24040782,2930981,2156566,2632864,69461,92474,1977938,669655,297740,1621981
FparLai_QC_2003161_aid0001,aid0001,2003-06-10,23741821,3097765,1865160,1858724,81968,95643,1817881,1907496,402003,1621981
FparLai_QC_2003169_aid0001,aid0001,2003-06-18,25557545,1635461,1496965,4444260,73857,124747,1269762,179733,86131,1621981
FparLai_QC_2003177_aid0001,aid0001,2003-06-26,25804049,1853271,1368067,3246391,93368,154313,1662759,445229,241014,1621981
FparLai_QC_2003185_aid0001,aid0001,2003-07-04,25697869,1896516,1323366,2838739,111537,156385,2131440,448839,263770,1621981
FparLai_QC_2003193_aid0001,aid0001,2003-07-12,26692376,1399873,932056,3697795,107530,150870,1533799,217899,136263,1621981
FparLai_QC_2003201_aid0001,aid0001,2003-07-20,25795736,1877035,1075599,3334136,122977,170530,1867222,421270,203956,1621981
FparLai_QC_2003209_aid0001,aid0001,2003-07-28,24688013,2750204,1411085,2741236,130381,176183,2018497,641411,311451,1621981
FparLai_QC_2003217_aid0001,aid0001,2003-08-05,24494079,2979789,1383703,2378727,137456,174912,1620752,1298425,400618,1621981
FparLai_QC_2003225_aid0001,aid0001,2003-08-13,25628600,2344987,1413193,3986999,167595,309882,708498,181779,126928,1621981
FparLai_QC_2003233_aid0001,aid0001,2003-08-21,25509563,2430974,1396241,4472755,96668,303825,475880,119409,63146,1621981
FparLai_QC_2003241_aid0001,aid0001,2003-08-29,26299591,2443487,1418078,2702394,96676,132463,846407,775351,154014,1621981
FparLai_QC_2004153_aid0001,aid0001,2004-06-01,25838781,2210941,1656224,2604617,90490,106496,1905650,296214,159755,1621274
FparLai_QC_2004161_aid0001,aid0001,2004-06-09,23744240,2914120,1990745,2688550,100920,125920,2192514,737356,374803,1621274
FparLai_QC_2004169_aid0001,aid0001,2004-06-17,25063965,2276604,1699017,3131647,115700,133140,1880942,383159,184994,1621274
FparLai_QC_2004177_aid0001,aid0001,2004-06-25,23307611,3185991,1878943,2407742,117011,154606,2127241,1311829,378194,1621274
FparLai_QC_2004185_aid0001,aid0001,2004-07-03,25561676,1785038,1416168,2795828,111122,156674,2294629,514503,233530,1621274
FparLai_QC_2004193_aid0001,aid0001,2004-07-11,25633875,1731064,1267396,3364934,126671,207642,1687766,600289,249531,1621274
FparLai_QC_2004201_aid0001,aid0001,2004-07-19,24476522,2176083,1582201,3378037,172255,332374,1941660,501023,309013,1621274
FparLai_QC_2004209_aid0001,aid0001,2004-07-27,25594261,1825484,1363252,3684266,124399,193123,1607413,286176,190794,1621274
FparLai_QC_2004217_aid0001,aid0001,2004-08-04,25975776,1734412,1185833,3639609,102025,130979,1605101,351269,144164,1621274
FparLai_QC_2004225_aid0001,aid0001,2004-08-12,25026937,2396845,1471829,3377886,95912,145568,1500436,591315,262440,1621274
FparLai_QC_2004233_aid0001,aid0001,2004-08-20,24501050,2865098,1932280,3278440,97471,135336,1195283,678189,186021,1621274
FparLai_QC_2004241_aid0001,aid0001,2004-08-28,26687979,1882985,1445996,3278041,114144,163519,853509,310973,132022,1621274
FparLai_QC_2005153_aid0001,aid0001,2005-06-02,23798077,2916452,2194784,2666758,123306,170858,1749734,925909,323290,1621274
FparLai_QC_2005161_aid0001,aid0001,2005-06-10,25203258,1818084,1609331,2419606,116726,154689,2170694,993976,382804,1621274
FparLai_QC_2005169_aid0001,aid0001,2005-06-18,26569256,1117480,1079260,4006373,94088,198802,1412798,214223,176888,1621274
FparLai_QC_2005177_aid0001,aid0001,2005-06-26,25107489,1937119,1572530,3269252,135950,275419,1794952,441502,334955,1621274
FparLai_QC_2005185_aid0001,aid0001,2005-07-04,25956845,1603315,1211289,3036254,92171,143466,2143442,439192,243194,1621274
FparLai_QC_2005193_aid0001,aid0001,2005-07-12,24239698,2546193,1598502,2878610,143579,227256,1961222,881957,392151,1621274
FparLai_QC_2005201_aid0001,aid0001,2005-07-20,25869849,1477169,1163578,4276814,99070,253720,1509731,94474,124763,1621274
FparLai_QC_2005209_aid0001,aid0001,2005-07-28,25900178,1618906,1037455,4311994,98864,215447,1289263,216596,180465,1621274
FparLai_QC_2005217_aid0001,aid0001,2005-08-05,24623967,2471713,1762513,3892313,114597,240710,1198995,365915,198445,1621274
FparLai_QC_2005225_aid0001,aid0001,2005-08-13,25674701,1888812,1749938,3763837,121980,239660,1123049,173565,133626,1621274
FparLai_QC_2005233_aid0001,aid0001,2005-08-21,26751423,1536231,1313181,3842733,112014,192064,932390,111091,78041,1621274
FparLai_QC_2005241_aid0001,aid0001,2005-08-29,27994295,1031432,953613,3974303,73372,125457,608205,70687,37804,1621274
FparLai_QC_2006153_aid0001,aid0001,2006-06-02,26101523,1777624,1215855,3084038,70132,100948,1438497,897267,183284,1621274
FparLai_QC_2006161_aid0001,aid0001,2006-06-10,26106068,1595256,1293649,3646024,68749,112438,1482910,418312,145762,1621274
FparLai_QC_2006169_aid0001,aid0001,2006-06-18,25963204,1823342,1359856,3213482,108248,213043,1680255,277590,230148,1621274
FparLai_QC_2006177_aid0001,aid0001,2006-06-26,25444155,2292104,1201552,3712544,86830,182160,1529044,262523,158256,1621274
FparLai_QC_2006185_aid0001,aid0001,2006-07-04,24216848,3035309,1685482,3026797,124427,272373,1692804,504586,310542,1621274
FparLai_QC_2006193_aid0001,aid0001,2006-07-12,26687935,1249795,870868,4421463,99452,226141,1148069,74859,90586,1621274
FparLai_QC_2006201_aid0001,aid0001,2006-07-20,25039264,2658713,1314179,3293997,122315,253274,1620681,337224,229521,1621274
FparLai_QC_2006209_aid0001,aid0001,2006-07-28,25356729,2397705,1256599,4248686,95047,226819,1004258,141867,141458,1621274
FparLai_QC_2006217_aid0001,aid0001,2006-08-05,25407792,2511871,1327418,3715156,135069,250979,1138684,243303,138896,1621274
FparLai_QC_2006225_aid0001,aid0001,2006-08-13,25307767,2584773,1474483,3993340,105981,190137,930069,187305,95313,1621274
FparLai_QC_2006233_aid0001,aid0001,2006-08-21,25746464,2425612,1712694,3283190,133565,259744,994888,195907,117104,1621274
FparLai_QC_2006241_aid0001,aid0001,2006-08-29,25834031,2172527,1358026,2486459,86227,119777,1034507,1567077,210537,1621274
FparLai_QC_2007153_aid0001,aid0001,2007-06-02,25488824,2156418,1737388,2805166,93156,157625,1885252,377249,168880,1620484
FparLai_QC_2007161_aid0001,aid0001,2007-06-10,25466838,1973694,1720735,3446027,83781,137963,1523207,346810,170903,1620484
FparLai_QC_2007169_aid0001,aid0001,2007-06-18,26091684,1519891,1407490,3763228,66646,146189,1511647,195966,167217,1620484
FparLai_QC_2007177_aid0001,aid0001,2007-06-26,24118651,2797493,1800696,2858339,120906,178636,1938541,753481,303215,1620484
FparLai_QC_2007185_aid0001,aid0001,2007-07-04,25384131,2075450,1552002,3037840,94210,153098,1844364,483262,245601,1620484
FparLai_QC_2007193_aid0001,aid0001,2007-07-12,25729549,2187950,1384089,2714470,111331,157654,2010346,371727,202842,1620484
FparLai_QC_2007201_aid0001,aid0001,2007-07-20,24510945,2737751,1681439,3486874,116148,175954,1706172,300761,153914,1620484
FparLai_QC_2007209_aid0001,aid0001,2007-07-28,23924340,2562364,2166462,4122100,124215,326820,1170815,242006,230836,1620484
FparLai_QC_2007217_aid0001,aid0001,2007-08-05,27040717,1091536,1336559,3855425,106630,262289,967425,113179,96198,1620484
FparLai_QC_2007225_aid0001,aid0001,2007-08-13,26688053,1347485,1571966,3817646,92345,303941,880895,58472,109155,1620484
FparLai_QC_2007233_aid0001,aid0001,2007-08-21,26666433,1732836,1679235,3331619,88683,203072,874237,178081,115762,1620484
FparLai_QC_2007241_aid0001,aid0001,2007-08-29,26440407,1928782,1412924,4100726,78677,172921,470815,193272,71434,1620484
FparLai_QC_2008153_aid0001,aid0001,2008-06-01,24509049,2650097,2032106,2739086,85199,162952,1498857,967709,224903,1620484
FparLai_QC_2008161_aid0001,aid0001,2008-06-09,26091675,1643950,1423855,3648209,84154,169402,1419982,246179,142552,1620484
FparLai_QC_2008169_aid0001,aid0001,2008-06-17,26657915,1666687,1227613,3050861,80183,88646,1545511,413198,139344,1620484
FparLai_QC_2008177_aid0001,aid0001,2008-06-25,25988275,2030297,1274013,3314971,92748,133929,1670572,232386,132767,1620484
FparLai_QC_2008185_aid0001,aid0001,2008-07-03,24745698,2763313,1642116,3123415,105473,161851,1746542,374433,207117,1620484
FparLai_QC_2008193_aid0001,aid0001,2008-07-11,26031196,1564603,1037012,4388107,86297,148323,1346687,169731,98002,1620484
FparLai_QC_2008201_aid0001,aid0001,2008-07-19,25946953,1709288,1230678,3618545,105882,222286,1595459,251349,189518,1620484
FparLai_QC_2008209_aid0001,aid0001,2008-07-27,26615238,1319132,972972,3867566,113331,223186,1324813,304386,129334,1620484
FparLai_QC_2008217_aid0001,aid0001,2008-08-04,25681348,2165051,1173489,3650691,106593,135302,1490803,348342,118339,1620484
FparLai_QC_2008225_aid0001,aid0001,2008-08-12,25904806,2151290,1340849,3567547,109063,151653,1157812,339503,147435,1620484
FparLai_QC_2008233_aid0001,aid0001,2008-08-20,25849942,2046386,1543192,3788267,64010,104358,912331,423209,138263,1620484
FparLai_QC_2008241_aid0001,aid0001,2008-08-28,26486262,1490170,1554193,4268591,69406,150566,647986,116043,86741,1620484
FparLai_QC_2009153_aid0001,aid0001,2009-06-02,23855284,3119737,2106324,2684135,60262,77168,2200099,557630,209319,1620484
FparLai_QC_2009161_aid0001,aid0001,2009-06-10,21615097,4396777,2673988,2304918,90450,129041,2184595,1146081,329011,1620484
FparLai_QC_2009169_aid0001,aid0001,2009-06-18,26162966,1596106,1237542,3391837,65183,130732,1471881,669438,144273,1620484
FparLai_QC_2009177_aid0001,aid0001,2009-06-26,25922075,1773820,955919,2983704,63363,108009,2246844,646394,169830,1620484
FparLai_QC_2009185_aid0001,aid0001,2009-07-04,25725862,2098105,1298313,3160966,92402,106800,1947394,281773,158343,1620484
FparLai_QC_2009193_aid0001,aid0001,2009-07-12,26414996,1551533,958718,3458169,84729,134206,1876159,266479,124969,1620484
FparLai_QC_2009201_aid0001,aid0001,2009-07-20,25652424,2062796,1086027,3036899,95120,119868,1938364,636574,241886,1620484
FparLai_QC_2009209_aid0001,aid0001,2009-07-28,25409037,2118117,1343603,3398914,105594,148709,1766739,362709,216536,1620484
FparLai_QC_2009217_aid0001,aid0001,2009-08-05,26359022,1616896,1198015,3626519,92011,173551,1390260,268788,144896,1620484
FparLai_QC_2009225_aid0001,aid0001,2009-08-13,25886253,1993406,1389299,3704134,96227,166939,1249748,233028,150924,1620484
FparLai_QC_2009233_aid0001,aid0001,2009-08-21,26880552,1574030,886486,3811420,85958,138905,1185333,198596,108678,1620484
FparLai_QC_2009241_aid0001,aid0001,2009-08-29,26104943,2025223,1224019,4353072,83137,110204,676493,212955,79912,1620484
FparLai_QC_2010153_aid0001,aid0001,2010-06-02,23621069,3124666,2179990,2265479,85517,108577,2542200,674070,269057,1619817
FparLai_QC_2010161_aid0001,aid0001,2010-06-10,24553110,2153228,1868052,2689403,104047,169337,2332325,765507,235616,1619817
FparLai_QC_2010169_aid0001,aid0001,2010-06-18,26336443,1257054,1298476,3765129,104148,195550,1648469,157780,107576,1619817
FparLai_QC_2010177_aid0001,aid0001,2010-06-26,25309136,2079115,1347355,4028209,91607,132757,1515602,246125,120719,1619817
FparLai_QC_2010185_aid0001,aid0001,2010-07-04,25285046,1868090,1562468,3785855,110126,181957,1693082,210830,173171,1619817
FparLai_QC_2010193_aid0001,aid0001,2010-07-12,25982950,1480001,1349174,3429160,94565,167006,1904376,259207,204186,1619817
FparLai_QC_2010201_aid0001,aid0001,2010-07-20,25339925,1821656,1518788,4103682,113723,194515,1541457,139599,97280,1619817
FparLai_QC_2010209_aid0001,aid0001,2010-07-28,25306100,1894534,1362680,3884381,121883,218310,1559585,335516,187636,1619817
FparLai_QC_2010217_aid0001,aid0001,2010-08-05,25998051,1703959,1418827,4215778,113895,229086,981108,117678,92243,1619817
FparLai_QC_2010225_aid0001,aid0001,2010-08-13,26048321,1773353,1571870,3866196,126787,233545,959632,173865,117056,1619817
FparLai_QC_2010233_aid0001,aid0001,2010-08-21,27648218,1021734,822601,4288780,78079,160465,700666,102145,47937,1619817
FparLai_QC_2010241_aid0001,aid0001,2010-08-29,27252997,1225854,1144417,4659637,41447,89722,400784,32956,22811,1619817
FparLai_QC_2011153_aid0001,aid0001,2011-06-02,26078875,1295061,1389095,4328401,47681,214410,999576,370900,146626,1619817
FparLai_QC_2011161_aid0001,aid0001,2011-06-10,25048160,2077726,1686424,3064445,71136,153954,1840665,712649,215466,1619817
FparLai_QC_2011169_aid0001,aid0001,2011-06-18,24751175,2229975,1578930,2531804,56552,108197,2058946,1281271,273775,1619817
FparLai_QC_2011177_aid0001,aid0001,2011-06-26,26577607,1332243,975718,3785203,59759,131273,1700929,208819,99074,1619817
FparLai_QC_2011185_aid0001,aid0001,2011-07-04,24960852,2395519,1416988,3892962,106399,253885,1473442,220028,150550,1619817
FparLai_QC_2011193_aid0001,aid0001,2011-07-12,24199459,3076454,1426062,3275291,138019,224154,1716612,564824,249750,1619817
FparLai_QC_2011201_aid0001,aid0001,2011-07-20,24430417,2831277,1239886,4148501,118041,256778,1498077,197937,149711,1619817
FparLai_QC_2011209_aid0001,aid0001,2011-07-28,25075310,2427192,1092487,4437741,105999,233576,1315861,104070,78389,1619817
FparLai_QC_2011217_aid0001,aid0001,2011-08-05,25823642,2069216,1139324,3605817,131662,243990,1541128,207018,108828,1619817
FparLai_QC_2011225_aid0001,aid0001,2011-08-13,26215167,1934562,828789,4484253,75436,130631,1061155,85045,55587,1619817
FparLai_QC_2011233_aid0001,aid0001,2011-08-21,27051329,1566881,607231,4387704,72296,130141,882108,129721,43214,1619817
FparLai_QC_2011241_aid0001,aid0001,2011-08-29,27896383,1340460,742069,3705870,65087,228314,761317,82569,48556,1619817
FparLai_QC_2012153_aid0001,aid0001,2012-06-01,25667543,2083766,1470671,2797003,74177,75376,1651170,864814,186105,1619817
FparLai_QC_2012161_aid0001,aid0001,2012-06-09,26482728,1534672,1370098,3412174,74964,103007,1537242,229180,126560,1619817
FparLai_QC_2012169_aid0001,aid0001,2012-06-17,26411359,1569661,1184667,3637619,90389,135559,1477924,224597,138850,1619817
FparLai_QC_2012177_aid0001,aid0001,2012-06-25,27350472,898669,476344,4827931,35706,75183,1032882,97627,75811,1619817
FparLai_QC_2012185_aid0001,aid0001,2012-07-03,25078009,2769360,1242008,4156170,96767,197462,1067515,168891,94443,1619817
FparLai_QC_2012193_aid0001,aid0001,2012-07-11,24649089,3057162,1492055,3102048,109089,166987,1696190,408223,189782,1619817
FparLai_QC_2012201_aid0001,aid0001,2012-07-19,25779884,2247589,1100411,3942512,98015,168685,1329178,115880,88471,1619817
FparLai_QC_2012209_aid0001,aid0001,2012-07-27,26746743,1745855,847119,3903298,88403,144342,1192173,124834,77858,1619817
FparLai_QC_2012217_aid0001,aid0001,2012-08-04,26193258,2078687,983558,3775184,75147,125348,1199119,313303,127021,1619817
FparLai_QC_2012225_aid0001,aid0001,2012-08-12,26837437,1957734,1187973,3272420,94084,157150,1108039,164925,90863,1619817
FparLai_QC_2012233_aid0001,aid0001,2012-08-20,27053936,1811979,1070659,3935448,77755,96695,649042,123005,52106,1619817
FparLai_QC_2012241_aid0001,aid0001,2012-08-28,27659436,1432835,990107,3746627,62634,110624,574952,214143,79267,1619817
FparLai_QC_2013153_aid0001,aid0001,2013-06-02,24859512,2683712,1732788,2435980,89760,84871,2129450,600887,253665,1619817
FparLai_QC_2013161_aid0001,aid0001,2013-06-10,25941935,1876546,1515317,3051051,80291,114691,1826627,328217,135950,1619817
FparLai_QC_2013169_aid0001,aid0001,2013-06-18,24506362,2399338,1791421,3154150,112343,161018,1826310,717808,201875,1619817
FparLai_QC_2013177_aid0001,aid0001,2013-06-26,25516199,2266455,1213291,2534153,88660,114570,2035042,838023,264232,1619817
FparLai_QC_2013185_aid0001,aid0001,2013-07-04,24052080,3042185,1243724,2804486,109986,143982,2297630,839762,336790,1619817
FparLai_QC_2013193_aid0001,aid0001,2013-07-12,24582644,2868280,1292378,3971747,132682,153877,1498871,250545,119601,1619817
FparLai_QC_2013201_aid0001,aid0001,2013-07-20,24255374,2853508,1472167,3275281,106083,118190,2230981,378093,180867,1619898
FparLai_QC_2013209_aid0001,aid0001,2013-07-28,24681993,2552887,1474186,2843168,128252,125561,2445635,428451,190492,1619817
FparLai_QC_2013217_aid0001,aid0001,2013-08-05,24798465,2343998,1420371,3243745,117421,148105,1943667,643191,211662,1619817
FparLai_QC_2013225_aid0001,aid0001,2013-08-13,25586429,2098839,1082543,3540698,103755,128284,1480684,665356,184037,1619817
FparLai_QC_2013233_aid0001,aid0001,2013-08-21,25344083,2684765,1246883,4203224,91861,143851,859857,218454,77647,1619817
FparLai_QC_2013241_aid0001,aid0001,2013-08-29,27390451,1576853,933414,3972492,85527,149174,631459,92928,38327,1619817
FparLai_QC_2014153_aid0001,aid0001,2014-06-02,24193200,3081155,1948579,2448490,93902,97687,2133284,607821,266507,1619817
FparLai_QC_2014161_aid0001,aid0001,2014-06-10,25272838,2017208,1599265,3333611,80671,110464,1902101,402351,152116,1619817
FparLai_QC_2014169_aid0001,aid0001,2014-06-18,23502394,3306578,2185377,2674914,96299,118129,2263334,497491,226109,1619817
FparLai_QC_2014177_aid0001,aid0001,2014-06-26,24966290,2119197,1621769,3007982,107298,150942,2272867,405505,218775,1619817
FparLai_QC_2014185_aid0001,aid0001,2014-07-04,25693626,1924142,1147793,3852452,86352,104640,1816940,166756,77924,1619817
FparLai_QC_2014193_aid0001,aid0001,2014-07-12,24577913,2499577,1357465,3030015,104855,130186,2446383,485162,239069,1619817
FparLai_QC_2014201_aid0001,aid0001,2014-07-20,25778723,1545574,1176189,3739519,144682,221220,1863465,235687,165566,1619817
FparLai_QC_2014209_aid0001,aid0001,2014-07-28,24101642,2934743,1524988,3511838,128384,195299,1800597,457619,215515,1619817
FparLai_QC_2014217_aid0001,aid0001,2014-08-05,25015984,2342379,1323521,3324694,120447,172706,1757276,605449,208169,1619817
FparLai_QC_2014225_aid0001,aid0001,2014-08-13,26030145,1799498,1169054,3746480,84353,103370,1625680,212118,99927,1619817
FparLai_QC_2014233_aid0001,aid0001,2014-08-21,26278440,1867636,1162412,4012165,79738,112308,1081091,207026,69809,1619817
FparLai_QC_2014241_aid0001,aid0001,2014-08-29,26652112,1963682,1365914,3349471,100475,144105,1000644,201159,93063,1619817
FparLai_QC_2015153_aid0001,aid0001,2015-06-02,25598195,2083394,1859456,2814816,106211,137724,1620978,442509,207311,1619848
FparLai_QC_2015161_aid0001,aid0001,2015-06-10,25253116,2158987,1908106,3376378,105430,150880,1552765,222148,142815,1619817
FparLai_QC_2015169_aid0001,aid0001,2015-06-18,26024259,1681051,1566464,3185580,87262,143271,1765672,274745,142321,1619817
FparLai_QC_2015177_aid0001,aid0001,2015-06-26,23944736,2598735,2160336,2810192,149221,216428,2079148,600677,311152,1619817
FparLai_QC_2015185_aid0001,aid0001,2015-07-04,23337409,2723917,2454199,3094977,118053,265466,1944099,587046,345459,1619817
FparLai_QC_2015193_aid0001,aid0001,2015-07-12,25083774,1974626,1237907,4051049,88162,173187,1851205,254890,155825,1619817
FparLai_QC_2015201_aid0001,aid0001,2015-07-20,25535262,1740202,1084571,4176720,112978,176415,1643359,268182,132936,1619817
FparLai_QC_2015209_aid0001,aid0001,2015-07-28,26269178,1306845,905709,4968435,84790,109611,1055250,112338,58469,1619817
FparLai_QC_2015217_aid0001,aid0001,2015-08-05,26154146,1861988,1145291,3240351,113461,141024,1817758,269589,127017,1619817
FparLai_QC_2015225_aid0001,aid0001,2015-08-13,26668327,1622455,1148590,3834459,77846,112985,1144079,166673,95211,1619817
FparLai_QC_2015233_aid0001,aid0001,2015-08-21,27557445,1076674,995448,4131819,86548,148098,699260,100690,74643,1619817
FparLai_QC_2015241_aid0001,aid0001,2015-08-29,25711860,2260665,2036384,3394781,97767,273261,656181,317745,121981,1619817
FparLai_QC_2016153_aid0001,aid0001,2016-06-01,26525994,1608648,1239741,2888739,86176,80352,2046634,266003,128338,1619817
FparLai_QC_2016161_aid0001,aid0001,2016-06-09,26119387,1524199,1372437,3736367,72935,116733,1593790,242279,92498,1619817
FparLai_QC_2016169_aid0001,aid0001,2016-06-17,26807567,1105256,1026672,3862561,86576,113095,1621471,142549,104878,1619817
FparLai_QC_2016177_aid0001,aid0001,2016-06-25,25938004,1782118,1271215,3489625,112781,136047,1864659,163012,113151,1619830
FparLai_QC_2016185_aid0001,aid0001,2016-07-03,25368084,1746740,1247307,2893002,105065,139558,2633856,500359,236654,1619817
FparLai_QC_2016193_aid0001,aid0001,2016-07-11,26254556,1342666,1023514,3819838,122235,164181,1808966,221203,113466,1619817
FparLai_QC_2016201_aid0001,aid0001,2016-07-19,25541191,1621300,1014080,4461838,108555,181943,1701496,134867,105355,1619817
FparLai_QC_2016209_aid0001,aid0001,2016-07-27,25412698,1992291,1190913,3473831,127712,157010,2016571,337793,161806,1619817
FparLai_QC_2016217_aid0001,aid0001,2016-08-04,24737073,2595249,1480554,3583841,142502,194486,1639401,325810,171709,1619817
FparLai_QC_2016225_aid0001,aid0001,2016-08-12,24505264,2783403,1291241,2900645,125208,132836,1742013,1156759,233256,1619817
FparLai_QC_2016233_aid0001,aid0001,2016-08-20,26273162,1806903,1317443,4137431,107770,140491,916429,111794,59202,1619817
FparLai_QC_2016241_aid0001,aid0001,2016-08-28,26217956,1900313,1525378,4192526,95837,109691,702999,85309,40616,1619817
FparLai_QC_2017153_aid0001,aid0001,2017-06-02,25951225,2043813,1363557,2921289,85048,73767,1964880,330062,136984,1619817
FparLai_QC_2017161_aid0001,aid0001,2017-06-10,25571643,2071327,1570121,3048365,102249,113417,1733249,491111,169143,1619817
FparLai_QC_2017169_aid0001,aid0001,2017-06-18,25513540,2214538,1233413,2700392,107477,90634,2238025,577787,194819,1619817
FparLai_QC_2017177_aid0001,aid0001,2017-06-26,26193581,1764150,1281263,2831407,121249,119904,2175041,254524,129506,1619817
FparLai_QC_2017185_aid0001,aid0001,2017-07-04,26315721,1493512,952356,3734654,112565,135167,1826629,198392,101572,1619874
FparLai_QC_2017193_aid0001,aid0001,2017-07-12,25290439,2156116,1228459,3663139,115795,158464,1916871,209140,132202,1619817
FparLai_QC_2017201_aid0001,aid0001,2017-07-20,24966132,2194041,1152134,3562139,85519,154568,2117164,436079,202849,1619817
FparLai_QC_2017209_aid0001,aid0001,2017-07-28,25209060,2080165,1244338,4293818,95220,96331,1647580,126566,77547,1619817
FparLai_QC_2017217_aid0001,aid0001,2017-08-05,23891778,2950695,1880863,3120555,114769,132799,2060503,472460,246203,1619817
FparLai_QC_2017225_aid0001,aid0001,2017-08-13,26378891,1544764,1171558,3842063,109078,153296,1428082,149681,93212,1619817
FparLai_QC_2017233_aid0001,aid0001,2017-08-21,27001115,1697713,1160901,3972673,86723,126844,680290,90824,53542,1619817
FparLai_QC_2017241_aid0001,aid0001,2017-08-29,27458806,1266154,1137831,3670683,101417,142084,810362,185972,97316,1619817
FparLai_QC_2018153_aid0001,aid0001,2018-06-02,26960531,1218317,1079222,3010094,59201,91177,1927938,374219,149926,1619817
FparLai_QC_2018161_aid0001,aid0001,2018-06-10,25376972,2175005,1567458,3411114,92837,137562,1697545,271587,140545,1619817
FparLai_QC_2018169_aid0001,aid0001,2018-06-18,23856569,2723581,1801437,3084369,100082,132649,2325963,584454,261521,1619817
FparLai_QC_2018177_aid0001,aid0001,2018-06-26,26199505,1366160,1105920,3776969,109573,170495,1792636,221421,127946,1619817
FparLai_QC_2018185_aid0001,aid0001,2018-07-04,24639133,2249570,1137876,4685657,103972,136905,1671137,151109,95266,1619817
FparLai_QC_2018193_aid0001,aid0001,2018-07-12,24841107,2433097,1298174,3904706,114085,163095,1722438,256779,137142,1619819
FparLai_QC_2018201_aid0001,aid0001,2018-07-20,25230427,1774057,943444,3518590,85622,115345,2490074,492813,220253,1619817
FparLai_QC_2018209_aid0001,aid0001,2018-07-28,25954480,1905596,1013343,3021287,100690,130363,2133534,419403,191929,1619817
FparLai_QC_2018217_aid0001,aid0001,2018-08-05,25768019,1959878,1093075,4307756,99679,167125,1222046,148633,104414,1619817
FparLai_QC_2018225_aid0001,aid0001,2018-08-13,24667738,2354921,2036254,2954035,146815,298620,1508973,507286,395983,1619817
FparLai_QC_2018233_aid0001,aid0001,2018-08-21,26941570,1326161,1313080,4041818,100163,191167,793556,85875,77235,1619817
FparLai_QC_2018241_aid0001,aid0001,2018-08-29,25918741,2644170,1485738,3233354,108719,126506,970349,292392,90656,1619817
